CALL #(Item)	TITLE	BARCODE		
631.875 T	Compost / Ken Thompson.	31182017589259		
632.5 M	Weeds : in defense of nature's most unloved plants / Richard Mabey.	31182020735394		
632.6 B	Solving squirrel problems : how to keep this ubiquitous pest out of home and garden / Monte Burch.	31182016094210		
632.6 H	The critter control handbook : pro secrets for stopping sneaky squirrels & other crafty critters in their tracks / Dan Hershey.	31182015421026		
632.7 L	"Farming with native beneficial insects : ecological pest control solutions / Eric Lee-Mäder, Assistant Director, Pollinator Program, The Xerces Society   Jennifer Hopwood, Pollinator Conservation Specialist, The Xerces Society   Lora Morandin, Morandin Ecological Consulting   Mace Vaughan, Pollinator Program Director, The XercesSociety   Scott Hoffman Black, Executive Director, The Xerces Society."	31182021069264		
632.7 S	Wicked bugs : the louse that conquered Napoleon's army & other diabolical insects / Amy Stewart   etchings and drawings by Briony Morrow-Cribbs.	31182020713425		
633.72 H	Growing your own tea garden : the guide to growing and harvesting flavorful teas in your backyard / Jodi Helmer.	31182034875756		
633.84 W	The devil's dinner : a gastronomic and cultural history of chili peppers / Stuart Walton.	31182034700384		
634 A	"The home orchard handbook : a complete guide to growing your own fruit trees anywhere / Cem Akin, Leah Rottke."	31182020788450		
634 E	Fruit trees in small spaces : abundant harvests from your own backyard / Colby Eierman   with photos by Erin Kunkel   and recipes by Mike Emanuel.	31182019615508		
634 J	Edible memory : the lure of heirloom tomatoes & other forgotten foods / Jennifer A. Jordan.	31182033681056		
634 N	Foodscaping : practical and innovative ways to create an edible landscape / Charlie Nardozzi.	31182033679886		
634.044 R	"Grow a little fruit tree : simple pruning techniques for small-space, easy-harvest fruit trees / Ann Ralph."	31182033622415		
634.92 H	"A landowner's guide to managing your woods / by Ann Larkin Hansen, Mike Severson, and Dennis L. Waterman."	31182020831219		
634.972 F	"American chestnut : the life, death, and rebirth of a perfect tree / Susan Freinkel."	31182017861609		
635 A	The foodscape revolution : finding a better way to make space for food and beauty in your garden / Brie Arthur.	31182034374065		
635 B	Square foot gardening : a new way to garden in less space with less work / Mel Bartholomew.	31182019094852		
635 B	Better homes and gardens quick color gardening.	31182019688158		
635 B	All new square foot gardening : the revolutionary way to grow more in less space / Mel Bartholomew.	31182019799658		
635 B	The Bartlett book of garden elements : a practical compendium of inspired designs for the working gardener / by Michael Valentine Bartlett and Rose Love Bartlett.	31182033454272		
635 C	"Beautiful backyards : courtyards, terraces, patios, decks, balconies : simple ideas and techniques to transform your outside space, with 280 practical photographs / Joan Clifton and Jenny Hendy."	31182020468921		
635 C	Organic gardening for everyone : homegrown vegetables made easy (no experience required) / CaliKim.	31182035054369		
635 D	"What's wrong with my vegetable garden? : 100% organic solutions for all your vegetables, from artichokes to zucchini / David Deardorff and Kathryn Wadsworth."	31182019265932		
635 D	Natural companions : the garden lover's guide to plant combinations / Ken Druse   botanical photographs by Ellen Hoverkamp.	31182019353167		
635 D	The four season farm gardener's cookbook : from the garden to the table in 120 recipes / Barbara Damrosch & Eliot Coleman.	31182019795490		
635 D	How to grow winter vegetables / Charles Dowding.	31182020755137		
635 D	"Container vegetable gardening : growing crops in pots in every space / Liz Dobbs, with Anne Halpin."	31182034773431		
635 E	Directions for the gardiner and other horticultural advice / And Other Horticultural Advice John Evelyn   edited by Maggie Campbell-Culver.	31182019521938		
635 E	Gardening for a lifetime : how to garden wiser as you grow older / by Sydney Eddison.	31182019886000		
635 E	"Miniature gardens : design & create miniature fairy gardens, dish gardens, terrariums and more--indoors and out / Katie Elzer-Peters."	31182021068712		
635 F	"Handmade garden projects : step-by-step instructions for creative garden features, containers, lighting & more / by Lorene Edwards Forkner."	31182019285716		
635 F	Fine gardening beds & borders : design ideas for gardens large and small / from the editors and contributors of Fine gardening.	31182020581897		
635 F	Deep-rooted wisdom : stories and skills from generations of gardeners / Augustus Jenkins Farmer.	31182020959754		
635 F	Coffee for roses : ...and 70 other misleading myths about backyard gardening / C.L. Fornari.	31182021008593		
635 F	Plants from pits : pots of plants for the whole family to enjoy / Holly Farrell.	31182033798207		
635 F	"The bee-friendly garden : design an abundant, flower-filled yard that nurtures bees and supports biodiversity / Kate Frey and Gretchen LeBuhn."	31182033895581		
635 G	Gardening hints and tips / by Pippa Greenwood.	31182013849822		
635 G	The heirloom life gardener : the Baker Creek way of growing your own food easily and naturally / Jere & Emilee Gettle   with Meghan Sutherland.	31182019215887		
635 G	"Grow cook eat : a food lover's guide to vegetable gardening, including 50 recipes, plus harvesting and storage tips / Willi Galloway   photographs by Jim Henkens."	31182019299600		
635 G	"The glory of the garden : a horticultural celebration : from the pages of Country life / Country life editor, Mark Hedges   compiled and edited by Sam Carter & Kate Gatacre."	31182019797892		
635 G	"Plantiful : start small, grow big with 150 plants that spread, self-sow, and overwinter / Kristin Green."	31182020934997		
635 G	"Grow all you can eat in 3 square feet / US editor, Kate Johnsen."	31182033685438		
635 H	Northeast home landscaping : including Southeast Canada / Roger Holmes and Rita Buchanan.	31182019205888		
635 H	Thrifty gardening : from the ground up / Marjorie Harris.	31182019352722		
635 H	Growing Chinese vegetables in your own backyard / by Geri Harrington.	31182020466347		
635 H	The wildlife-friendly vegetable gardener : how to grow food in harmony with nature / by Tammi Hartung.	31182020935184		
635 H	"The manual of seed saving : harvesting, storing, and sowing techniques for vegetables, herbs, and fruits / Andrea Heistinger   in association with Arche Noah, Pro Specie Rara   translated by Ian Miller."	31182021068571		
635 J	Groundbreaking food gardens : 73 plans that will change the way you grow your garden / by Niki Jabbour.	31182020966239		
635 J	"Niki Jabbour's veggie garden remix : 224 new plants to shake up your garden and add variety, flavor, and fun."	31182034452655		
635 K	Straw bale gardens : the breakthrough method for growing vegetables anywhere with no weeding / Joel Karsten.	31182019797652		
635 K	"Grow your own vegetables / Carol Klein   contributing editor, Fiona Gilsenan."	31182020816145		
635 M	The low maintenance vegetable garden / Clare Matthews.	31182020008354		
635 M	Garden up! : smart vertical gardening for small and large spaces / Susan Morrison & Rebecca Sweet.	31182020521190		
635 M	"Fairy gardening 101 : how to design, plant, grow, and create over 25 miniature gardens / Fiona McDonald."	31182021069272		
635 M	High-yield vegetable gardening : grow more of what you want in the space you have / Colin McCrate and Brad Halm.	31182033785006		
635 N	Northeast fruit & vegetable gardening / Charles Nardozzi.	31182019392728		
635 N	The organic seed grower : a farmer's guide to vegetable seed production / John Navazio.	31182019799393		
635 N	"The 20-30 something garden guide : a no-fuss, down and dirty gardening 101 for anyone who wants to grow stuff / Dee Nash."	31182020985304		
635 N	The postage stamp vegetable garden : grow tons of organic vegetables in tiny spaces and containers / Karen Newcomb.	31182033443598		
635 O	"The gardener's guide to common-sense pest control : completely revised and updated / William Olkowski, Sheila Daar, Helga Olkowski   coauthored and edited by Steven Ash."	31182020520176		
635 P	Homegrown pantry : a gardener's guide to selecting the best varieties & planting the perfect amounts for what you want to eat year-round / Barbara Pleasant.	31182034453497		
635 R	A way to garden : a hands-on primer for every season / Margaret Roach.	31182034774090		
635 S	The vegetable gardener's bible : discover Ed's high-yield W-O-R-D system for all North American gardening regions / Edward C. Smith.	31182018983006		
635 S	"The edible front yard : the mow-less, grow-more plan for a beautiful, bountiful garden / Ivette Soler   with photographs by Ann Summa."	31182020264924		
635 S	"Gardenista : the definitive guide to stylish outdoor spaces / by Michelle Slatalla with the editors of Gardenista  edited by Julie Carlson, photographs by Matthew Williams."	31182034374917		
635 S	Garden renovation : transform your yard into the garden of your dreams / Bobbie Schwartz.	31182034383017		
635 T	"Perennial vegetables : from artichoke to zuiki taro, a gardener's guide to over 100 delicious, easy-to-grow edibles / by Eric Toensmeir [sic]."	31182017743211		
635 T	Homegrown : a growing guide for creating a cook's garden / Marta Teegen.	31182019146512		
635 W	"Gardening for geeks : DIY tests, gadgets, & techniques that utilize microbiology, mathematics, and ecology to exponentially maximize the yield of your garden / Christy Wilhelmi."	31182019802197		
635 W	Mister Owita's guide to gardening : how I learned the unexpected joy of a green thumb and an open heart / Carol Wall.	31182020933114		
635 W	The gardens of the British working class / Margaret Willes.	31182020980271		
635.01 R	The backyard parables / Margaret Roach.	31182019676377		
635.044 M	Pruning plant by plant / Andrew Mikolajski.	31182019493724		
635.048 A	Indoor edible garden / Zia Allaway.	31182034370246		
635.048 B	"The beautiful edible garden : design a stylish outdoor space using vegetables, fruits, and herbs / Leslie Bennett and Stefani Bittner."	31182019798932		
635.048 B	Grow something different to eat : weird and wonderful heirloom fruits and vegetables for... your garden / Matthew Biggs.	31182034449768		
635.048 C	"The wellness garden : grow, eat, and walk your way to better health / Shawna Coronado."	31182034420371		
635.048 M	The mini farming handbook / Brett L. Markham	31182021069686		
635.048 R	"Rodale's ultimate encyclopedia of organic gardening : the indispensable green resource for every gardener / edited by Fern Marshall Bradley, Barbara W. Ellis, and Ellen Phillips with Deborah L. Martin   illustrations by Michael Gellatly."	31182034577717		
635.048 S	"Grow more with less : sustainable garden methods : less water, less work, less money / Vincent A. Simeone."	31182020980859		
635.048 S	The complete idiot's guide to aquaponic gardening / by Meg Stout.	31182034422005		
635.048 T	Grow great grub : organic food from small spaces / Gayla Trail.	31182019693315		
635.048 V	Gardening vertically : 24 ideas for creating your own green walls / Noémie Vialard with Méline Vialard   preface by Patrick Blanc   illustrations by Dominique Klecka   translated by Bryan M. Woy.	31182019382315		
635.049 R	"The guide to humane critter control : natural, nontoxic pest solutions to protect your yard and garden / Theresa Rooney."	31182034428150		
635.049 S	Deer-resistant landscaping : proven advice and strategies for outwitting deer and 20 other pesky mammals / Neil Soderstrom.	31182020581863		
635.084 C	The Illustrated Practical Guide to Gardening for Seniors : How to Maintain Your Outside Space With Ease into Retirement and Beyond / Patty Cassidy.	31182019154938		
635.091 E	"Field guide to urban gardening : how to grow plants, no matter where you live / Kevin Espiritu of Epic gardening."	31182034771617		
635.091 H	Hellstrip gardening : create a paradise between the sidewalk and the curb / Evelyn J. Hadden   with photographs by Joshua McCullough   foreword by Lauren Springer Ogden.	31182020980917		
